seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr18	47018674	47018824	151	*	X10944	26790	47018034	47018099	66	-	574	upstream	574	SNORD58B
chr18	47018674	47018824	151	*	X10944	26791	47017653	47017717	65	-	956	upstream	956	SNORD58A
chr18	47018674	47018824	151	*	X10944	6139	47014851	47018935	4085	-	0	inside	110	RPL17
chr18	47721293	47721334	42	*	X10945	4645	47349156	47721451	372296	-	0	inside	116	MYO5B
chr18	47721397	47721434	38	*	X10946	4645	47349156	47721451	372296	-	0	inside	16	MYO5B
chr18	47792908	47792938	31	*	X10947	220136	47753563	47792865	39303	-	42	upstream	42	CFAP53
chr18	47793077	47793150	74	*	X10948	220136	47753563	47792865	39303	-	211	upstream	211	CFAP53
chr18	47813994	47814515	522	*	X10950	30827	47808713	47814692	5980	-	0	inside	176	CXXC1
chr18	48494300	48494658	359	*	X10954	4089	48494387	48611411	117025	+	0	overlapStart	0	SMAD4
chr18	48494300	48494658	359	*	X10954	55520	48494387	48514490	20104	+	0	overlapStart	0	ELAC1
chr18	51750861	51751037	177	*	X10956	8932	51677971	51751158	73188	-	0	inside	120	MBD2
chr18	51751170	51751180	11	*	X10957	8932	51677971	51751158	73188	-	11	upstream	11	MBD2
chr18	51795849	51795870	22	*	X10958	11201	51795849	51824604	28756	+	0	inside	0	POLI
chr18	55711652	55711723	72	*	X10962	23327	55711610	56068772	357163	+	0	inside	41	NEDD4L
chr18	56338747	56338752	6	*	X10964	10892	56338618	56417370	78753	+	0	inside	128	MALT1
chr18	57026348	57026496	149	*	X10966	3998	56995056	57026508	31453	-	0	inside	11	LMAN1
chr18	60189888	60189919	32	*	X10967	54877	60190658	60253962	63305	+	738	upstream	738	ZCCHC2
chr18	60190124	60190160	37	*	X10968	54877	60190658	60253962	63305	+	497	upstream	497	ZCCHC2
chr18	60987900	60988103	204	*	X10970	596	60790579	60986657	196079	-	1242	upstream	1242	BCL2
chr18	60988145	60988277	133	*	X10971	596	60790579	60986657	196079	-	1487	upstream	1487	BCL2
chr18	60988289	60988330	42	*	X10972	596	60790579	60986657	196079	-	1631	upstream	1631	BCL2
chr18	61034689	61034740	52	*	X10973	2531	60994971	61034506	39536	-	182	upstream	182	KDSR
chr18	61034798	61034836	39	*	X10974	2531	60994971	61034506	39536	-	291	upstream	291	KDSR
chr18	61034935	61035051	117	*	X10975	2531	60994971	61034506	39536	-	428	upstream	428	KDSR
chr18	66382291	66382326	36	*	X10978	54495	66340925	66382353	41429	-	0	inside	26	TMX3
chr18	66382291	66382326	36	*	X10978	79839	66382491	66722426	339936	+	164	upstream	164	CCDC102B
chr18	66382349	66382359	11	*	X10979	54495	66340925	66382353	41429	-	0	overlapStart	0	TMX3
chr18	66382349	66382359	11	*	X10979	79839	66382491	66722426	339936	+	131	upstream	131	CCDC102B
chr18	67067666	67067737	72	*	X10980	220164	67068284	67516322	448039	+	546	upstream	546	DOK6
chr18	67872764	67873273	510	*	X10981	25914	67671043	67872962	201920	-	0	overlapStart	0	RTTN
chr18	67873320	67873400	81	*	X10982	25914	67671043	67872962	201920	-	357	upstream	357	RTTN
chr18	67956207	67956386	180	*	X10983	9306	67956137	67997434	41298	+	0	inside	69	SOCS6
chr18	71815591	71815604	14	*	X10984	201456	71740588	71815100	74513	-	490	upstream	490	FBXO15
chr18	71815591	71815604	14	*	X10984	29090	71815746	71826204	10459	+	141	upstream	141	TIMM21
chr18	71815894	71815950	57	*	X10985	201456	71740588	71815100	74513	-	793	upstream	793	FBXO15
chr18	71815894	71815950	57	*	X10985	29090	71815746	71826204	10459	+	0	inside	147	TIMM21
chr18	72921561	72921738	178	*	X10989	10194	72922710	73001905	79196	+	971	upstream	971	TSHZ1
chr18	72921561	72921738	178	*	X10989	284273	72909278	72921281	12004	-	279	upstream	279	ZADH2
chr18	74534110	74534163	54	*	X10992	100131655	74506688	74534251	27564	-	0	inside	87	ZNF236-DT
chr18	74534110	74534163	54	*	X10992	7776	74536116	74682682	146567	+	1952	upstream	1952	ZNF236
chr18	74534870	74534921	52	*	X10993	100131655	74506688	74534251	27564	-	618	upstream	618	ZNF236-DT
chr18	74534870	74534921	52	*	X10993	7776	74536116	74682682	146567	+	1194	upstream	1194	ZNF236
chr19	506866	506969	104	*	X11004	91978	507497	519654	12158	+	527	upstream	527	TPGS1
chr19	507208	507297	90	*	X11005	91978	507497	519654	12158	+	199	upstream	199	TPGS1
chr19	507460	507639	180	*	X11006	91978	507497	519654	12158	+	0	overlapStart	0	TPGS1
chr19	531394	531419	26	*	X11009	997	531733	542087	10355	+	313	upstream	313	CDC34
chr19	531520	531612	93	*	X11010	997	531733	542087	10355	+	120	upstream	120	CDC34
chr19	633376	633406	31	*	X11013	5442	617223	633568	16346	-	0	inside	161	POLRMT
chr19	662976	663081	106	*	X11014	55658	647526	663233	15708	-	0	inside	151	RNF126
chr19	663413	663482	70	*	X11015	55658	647526	663233	15708	-	179	upstream	179	RNF126
chr19	796983	797027	45	*	X11016	5725	797392	812327	14936	+	364	upstream	364	PTBP1
chr19	893348	893488	141	*	X11018	10025	867962	893218	25257	-	129	upstream	129	MED16
chr19	925483	925545	63	*	X11019	1820	926037	972803	46767	+	491	upstream	491	ARID3A
chr19	925681	925715	35	*	X11020	1820	926037	972803	46767	+	321	upstream	321	ARID3A
chr19	984285	984487	203	*	X11021	57418	984328	994569	10242	+	0	overlapStart	0	WDR18
chr19	1021077	1021138	62	*	X11022	91304	1009650	1021141	11492	-	0	inside	2	TMEM259
chr19	1021353	1021501	149	*	X11023	91304	1009650	1021141	11492	-	211	upstream	211	TMEM259
chr19	1205818	1205958	141	*	X11024	6794	1205798	1228434	22637	+	0	inside	19	STK11
chr19	1241842	1241856	15	*	X11025	513	1241749	1244824	3076	+	0	inside	92	ATP5F1D
chr19	1275807	1275829	23	*	X11028	55009	1275520	1279243	3724	+	0	inside	286	FAM174C
chr19	1383786	1384070	285	*	X11032	374291	1383526	1395588	12063	+	0	inside	259	NDUFS7
chr19	1401452	1401541	90	*	X11033	2593	1397025	1401569	4545	-	0	inside	27	GAMT
chr19	1401551	1401704	154	*	X11034	2593	1397025	1401569	4545	-	0	overlapStart	0	GAMT
chr19	1407093	1407315	223	*	X11035	26528	1407584	1435682	28099	+	268	upstream	268	DAZAP1
chr19	1438218	1438569	352	*	X11036	6209	1438363	1440492	2130	+	0	overlapStart	0	RPS15
chr19	1491226	1491330	105	*	X11037	54760	1481427	1490410	8984	-	815	upstream	815	PCSK4
chr19	1491226	1491330	105	*	X11037	92840	1491165	1497924	6760	+	0	inside	60	REEP6
chr19	1491346	1491363	18	*	X11038	54760	1481427	1490410	8984	-	935	upstream	935	PCSK4
chr19	1491346	1491363	18	*	X11038	92840	1491165	1497924	6760	+	0	inside	180	REEP6
chr19	1568555	1568608	54	*	X11039	399664	1554668	1568057	13390	-	497	upstream	497	MEX3D
chr19	1592409	1592544	136	*	X11041	53615	1576677	1592710	16034	-	0	inside	165	MBD3
chr19	1605279	1605440	162	*	X11042	10975	1597154	1605483	8330	-	0	inside	42	UQCR11
chr19	1605550	1605676	127	*	X11043	10975	1597154	1605483	8330	-	66	upstream	66	UQCR11
chr19	1652694	1652918	225	*	X11045	6929	1609289	1652328	43040	-	365	upstream	365	TCF3
chr19	1905160	1905172	13	*	X11048	113178	1905371	1926012	20642	+	198	upstream	198	SCAMP4
chr19	1905160	1905172	13	*	X11048	113179	1905371	1913446	8076	+	198	upstream	198	ADAT3
chr19	1905293	1905377	85	*	X11049	113178	1905371	1926012	20642	+	0	overlapStart	0	SCAMP4
chr19	1905293	1905377	85	*	X11049	113179	1905371	1913446	8076	+	0	overlapStart	0	ADAT3
chr19	1905419	1905462	44	*	X11050	113178	1905371	1926012	20642	+	0	inside	47	SCAMP4
chr19	1905419	1905462	44	*	X11050	113179	1905371	1913446	8076	+	0	inside	47	ADAT3
chr19	1905476	1905893	418	*	X11051	113178	1905371	1926012	20642	+	0	inside	104	SCAMP4
chr19	1905476	1905893	418	*	X11051	113179	1905371	1913446	8076	+	0	inside	104	ADAT3
chr19	1940924	1941028	105	*	X11052	1455	1941161	1981336	40176	+	132	upstream	132	CSNK1G2
chr19	1941090	1941130	41	*	X11053	1455	1941161	1981336	40176	+	30	upstream	30	CSNK1G2
chr19	2051331	2051381	51	*	X11054	2872	2037470	2051243	13774	-	87	upstream	87	MKNK2
chr19	2096053	2096522	470	*	X11055	113177	2096868	2099583	2716	+	345	upstream	345	IZUMO4
chr19	2096053	2096522	470	*	X11055	126308	2071035	2096269	25235	-	0	overlapStart	0	MOB3A
chr19	2163618	2163771	154	*	X11056	84444	2164148	2232577	68430	+	376	upstream	376	DOT1L
chr19	2328400	2328586	187	*	X11060	51690	2321520	2328614	7095	-	0	inside	27	LSM7
chr19	2328631	2328790	160	*	X11061	51690	2321520	2328614	7095	-	16	upstream	16	LSM7
chr19	2328804	2328849	46	*	X11062	51690	2321520	2328614	7095	-	189	upstream	189	LSM7
chr19	2427548	2427890	343	*	X11063	26517	2425622	2427875	2254	-	0	overlapStart	0	TIMM13
chr19	2740049	2740050	2	*	X11068	29985	2732202	2740074	7873	-	0	inside	23	SLC39A3
chr19	2740284	2740427	144	*	X11069	29985	2732202	2740074	7873	-	209	upstream	209	SLC39A3
chr19	2783596	2783645	50	*	X11070	6449	2754712	2783354	28643	-	241	upstream	241	SGTA
chr19	2783596	2783645	50	*	X11070	7064	2785506	2813599	28094	+	1860	upstream	1860	THOP1
chr19	2785221	2785231	11	*	X11071	6449	2754712	2783354	28643	-	1866	upstream	1866	SGTA
chr19	2785221	2785231	11	*	X11071	7064	2785506	2813599	28094	+	274	upstream	274	THOP1
chr19	2785562	2785583	22	*	X11072	7064	2785506	2813599	28094	+	0	inside	55	THOP1
chr19	2819839	2819980	142	*	X11073	115196	2819872	2836733	16862	+	0	overlapStart	0	ZNF554
chr19	3500540	3500860	321	*	X11078	83475	3490819	3500938	10120	-	0	inside	77	DOHH
chr19	3506068	3506103	36	*	X11079	51343	3506295	3536755	30461	+	191	upstream	191	FZR1
chr19	3506325	3506350	26	*	X11080	51343	3506295	3536755	30461	+	0	inside	29	FZR1
chr19	3506389	3506404	16	*	X11081	51343	3506295	3536755	30461	+	0	inside	93	FZR1
chr19	3761692	3761718	27	*	X11083	116541	3762665	3767563	4899	+	946	upstream	946	MRPL54
chr19	3761692	3761718	27	*	X11083	9546	3750771	3761673	10903	-	18	upstream	18	APBA3
chr19	3762596	3762610	15	*	X11084	116541	3762665	3767563	4899	+	54	upstream	54	MRPL54
chr19	3762596	3762610	15	*	X11084	9546	3750771	3761673	10903	-	922	upstream	922	APBA3
chr19	3985586	3985677	92	*	X11085	1938	3976054	3985461	9408	-	124	upstream	124	EEF2
chr19	4007264	4007438	175	*	X11087	51588	4007749	4038067	30319	+	310	upstream	310	PIAS4
chr19	4007450	4007486	37	*	X11088	51588	4007749	4038067	30319	+	262	upstream	262	PIAS4
chr19	4007688	4007857	170	*	X11089	51588	4007749	4038067	30319	+	0	overlapStart	0	PIAS4
chr19	4124037	4124159	123	*	X11091	5605	4090320	4124126	33807	-	0	overlapStart	0	MAP2K2
chr19	4182323	4182355	33	*	X11092	170961	4183351	4224811	41461	+	995	upstream	995	ANKRD24
chr19	4182323	4182355	33	*	X11092	51548	4174106	4182596	8491	-	0	inside	240	SIRT6
chr19	4182452	4182679	228	*	X11093	170961	4183351	4224811	41461	+	671	upstream	671	ANKRD24
chr19	4182452	4182679	228	*	X11093	51548	4174106	4182596	8491	-	0	overlapStart	0	SIRT6
chr19	4182781	4182804	24	*	X11094	170961	4183351	4224811	41461	+	546	upstream	546	ANKRD24
chr19	4182781	4182804	24	*	X11094	51548	4174106	4182596	8491	-	184	upstream	184	SIRT6
chr19	4246953	4247031	79	*	X11095	55702	4247111	4269085	21975	+	79	upstream	79	YJU2
chr19	4400423	4400452	30	*	X11098	6455	4360364	4400565	40202	-	0	inside	112	SH3GL1
chr19	4400759	4400826	68	*	X11099	10036	4402660	4443394	40735	+	1833	upstream	1833	CHAF1A
chr19	4400759	4400826	68	*	X11099	6455	4360364	4400565	40202	-	193	upstream	193	SH3GL1
chr19	4457857	4458103	247	*	X11100	80700	4445003	4457791	12789	-	65	upstream	65	UBXN6
chr19	4670182	4670195	14	*	X11101	56005	4657557	4670415	12859	-	0	inside	219	MYDGF
chr19	4670221	4670359	139	*	X11102	56005	4657557	4670415	12859	-	0	inside	55	MYDGF
chr19	4723608	4723879	272	*	X11104	91039	4675244	4723855	48612	-	0	overlapStart	0	DPP9
chr19	4724784	4724805	22	*	X11105	91039	4675244	4723855	48612	-	928	upstream	928	DPP9
chr19	4791713	4791777	65	*	X11106	55527	4791728	4795571	3844	+	0	overlapStart	0	FEM1A
chr19	4968481	4968502	22	*	X11108	23030	4969124	5153608	184485	+	621	upstream	621	KDM4B
chr19	5341007	5341023	17	*	X11109	5802	5158506	5340814	182309	-	192	upstream	192	PTPRS
chr19	5341040	5341054	15	*	X11110	5802	5158506	5340814	182309	-	225	upstream	225	PTPRS
chr19	5622717	5622822	106	*	X11111	6294	5623046	5668489	45444	+	223	upstream	223	SAFB
chr19	5622717	5622822	106	*	X11111	9667	5587010	5622938	35929	-	0	inside	115	SAFB2
chr19	5680429	5680608	180	*	X11112	374875	5680776	5688534	7759	+	167	upstream	167	HSD11B1L
chr19	5680698	5680724	27	*	X11113	125988	5678433	5680911	2479	-	0	inside	186	MICOS13
chr19	5680698	5680724	27	*	X11113	374875	5680776	5688534	7759	+	51	upstream	51	HSD11B1L
chr19	5690255	5690437	183	*	X11114	25873	5690272	5691678	1407	+	0	overlapStart	0	RPL36
chr19	5719954	5720044	91	*	X11115	257062	5720688	5778742	58055	+	643	upstream	643	CATSPERD
chr19	5720058	5720127	70	*	X11116	257062	5720688	5778742	58055	+	560	upstream	560	CATSPERD
chr19	5720239	5720346	108	*	X11117	257062	5720688	5778742	58055	+	341	upstream	341	CATSPERD
chr19	5720239	5720346	108	*	X11117	9361	5691845	5720463	28619	-	0	inside	116	LONP1
chr19	5790778	5790985	208	*	X11119	56931	5785153	5791249	6097	-	0	inside	263	DUS3L
chr19	5791026	5791039	14	*	X11120	56931	5785153	5791249	6097	-	0	inside	209	DUS3L
chr19	5791085	5791145	61	*	X11121	56931	5785153	5791249	6097	-	0	inside	103	DUS3L
chr19	5791165	5791191	27	*	X11122	56931	5785153	5791249	6097	-	0	inside	57	DUS3L
chr19	5791214	5791242	29	*	X11123	56931	5785153	5791249	6097	-	0	inside	6	DUS3L
chr19	5791273	5791345	73	*	X11124	56931	5785153	5791249	6097	-	23	upstream	23	DUS3L
chr19	5791361	5791377	17	*	X11125	56931	5785153	5791249	6097	-	111	upstream	111	DUS3L
chr19	5903697	5903915	219	*	X11128	126328	5891287	5904024	12738	-	0	inside	108	NDUFA11
chr19	5903697	5903915	219	*	X11128	2527	5865837	5904024	38188	-	0	inside	108	FUT5
chr19	5903697	5903915	219	*	X11128	400673	5904852	5910263	5412	+	936	upstream	936	VMAC
chr19	5904914	5904933	20	*	X11129	126328	5891287	5904024	12738	-	889	upstream	889	NDUFA11
chr19	5904914	5904933	20	*	X11129	2527	5865837	5904024	38188	-	889	upstream	889	FUT5
chr19	5904914	5904933	20	*	X11129	400673	5904852	5910263	5412	+	0	inside	61	VMAC
chr19	5977621	5977757	137	*	X11130	100128568	5978414	6020374	41961	+	656	upstream	656	LOC100128568
chr19	5977987	5978008	22	*	X11131	100128568	5978414	6020374	41961	+	405	upstream	405	LOC100128568
chr19	5978024	5978071	48	*	X11132	100128568	5978414	6020374	41961	+	342	upstream	342	LOC100128568
chr19	5978024	5978071	48	*	X11132	8498	5916152	5978320	62169	-	0	inside	248	RANBP3
chr19	6280316	6280459	144	*	X11135	4298	6210392	6279959	69568	-	356	upstream	356	MLLT1
chr19	6361653	6361667	15	*	X11136	8192	6361463	6368915	7453	+	0	inside	189	CLPP
chr19	6531026	6531148	123	*	X11139	8744	6531010	6535939	4930	+	0	inside	15	TNFSF9
chr19	7294207	7294361	155	*	X11143	3643	7112266	7294011	181746	-	195	upstream	195	INSR
chr19	7587272	7587636	365	*	X11148	57192	7587496	7598895	11400	+	0	overlapStart	0	MCOLN1
chr19	7968882	7968967	86	*	X11149	5609	7968765	7979363	10599	+	0	inside	116	MAP2K7
chr19	7991114	7991128	15	*	X11151	404217	7989381	7991051	1671	-	62	upstream	62	CTXN1
chr19	8386154	8386315	162	*	X11152	4701	8376184	8386280	10097	-	0	overlapStart	0	NDUFA7
chr19	8386154	8386315	162	*	X11152	6234	8386384	8387280	897	+	68	upstream	68	RPS28
chr19	8509610	8509748	139	*	X11156	4670	8509803	8554002	44200	+	54	upstream	54	HNRNPM
chr19	8509872	8510003	132	*	X11157	4670	8509803	8554002	44200	+	0	inside	68	HNRNPM
chr19	8579110	8579226	117	*	X11158	84330	8575462	8579048	3587	-	61	upstream	61	ZNF414
chr19	8675270	8675387	118	*	X11159	81794	8645126	8675588	30463	-	0	inside	200	ADAMTS10
chr19	8942737	8943198	462	*	X11161	148156	8920382	8942975	22594	-	0	overlapStart	0	ZNF558
chr19	9731983	9732384	402	*	X11163	284385	9732158	9745538	13381	+	0	overlapStart	0	ZNF561-AS1
chr19	9731983	9732384	402	*	X11163	93134	9718002	9731916	13915	-	66	upstream	66	ZNF561
chr19	9879207	9879588	382	*	X11164	162993	9862669	9879410	16742	-	0	overlapStart	0	ZNF846
chr19	10216999	10217183	185	*	X11167	56342	10216899	10221975	5077	+	0	inside	99	PPAN
chr19	10216999	10217183	185	*	X11167	692229	10218327	10218411	85	+	1143	upstream	1143	SNORD105
chr19	10216999	10217183	185	*	X11167	692312	10216899	10226064	9166	+	0	inside	99	PPAN-P2RY11
chr19	10217354	10217355	2	*	X11168	692229	10218327	10218411	85	+	971	upstream	971	SNORD105
chr19	10230535	10230757	223	*	X11169	8666	10225690	10230599	4910	-	0	overlapStart	0	EIF3G
chr19	10305543	10305824	282	*	X11170	1786	10244022	10305755	61734	-	0	overlapStart	0	DNMT1
chr19	10426473	10426807	335	*	X11171	112812	10416066	10426691	10626	-	0	overlapStart	0	FDX2
chr19	10514863	10514899	37	*	X11174	100302213	10514134	10514214	81	-	648	upstream	648	MIR1181
chr19	10514863	10514899	37	*	X11174	11140	10501809	10514271	12463	-	591	upstream	591	CDC37
chr19	10515430	10515560	131	*	X11175	100302213	10514134	10514214	81	-	1215	upstream	1215	MIR1181
chr19	10515430	10515560	131	*	X11175	11140	10501809	10514271	12463	-	1158	upstream	1158	CDC37
chr19	10515594	10515616	23	*	X11176	100302213	10514134	10514214	81	-	1379	upstream	1379	MIR1181
chr19	10515594	10515616	23	*	X11176	11140	10501809	10514271	12463	-	1322	upstream	1322	CDC37
chr19	10527268	10527306	39	*	X11177	5141	10527449	10580307	52859	+	142	upstream	142	PDE4A
chr19	10527336	10527390	55	*	X11178	5141	10527449	10580307	52859	+	58	upstream	58	PDE4A
chr19	10676434	10676461	28	*	X11182	65095	10663761	10676702	12942	-	0	inside	240	KRI1
chr19	10764417	10764553	137	*	X11183	147727	10762538	10764548	2011	-	0	overlapStart	0	ILF3-DT
chr19	10764417	10764553	137	*	X11183	3609	10764937	10803095	38159	+	383	upstream	383	ILF3
chr19	10765059	10765064	6	*	X11184	147727	10762538	10764548	2011	-	510	upstream	510	ILF3-DT
chr19	10765059	10765064	6	*	X11184	3609	10764937	10803095	38159	+	0	inside	121	ILF3
chr19	10812061	10812255	195	*	X11185	81890	10812112	10824043	11932	+	0	overlapStart	0	QTRT1
chr19	10947160	10947427	268	*	X11186	11018	10943114	10946983	3870	-	176	upstream	176	TMED1
chr19	11039262	11039320	59	*	X11187	78992	11033444	11039357	5914	-	0	inside	36	YIPF2
chr19	11039262	11039320	59	*	X11187	90580	11039424	11040916	1493	+	103	upstream	103	TIMM29
chr19	11039499	11039646	148	*	X11188	78992	11033444	11039357	5914	-	141	upstream	141	YIPF2
chr19	11039499	11039646	148	*	X11188	90580	11039424	11040916	1493	+	0	inside	74	TIMM29
chr19	11071218	11071231	14	*	X11189	6597	11071598	11172958	101361	+	366	upstream	366	SMARCA4
chr19	11071382	11071447	66	*	X11190	6597	11071598	11172958	101361	+	150	upstream	150	SMARCA4
chr19	11308172	11308214	43	*	X11191	25959	11274943	11308467	33525	-	0	inside	252	KANK2
chr19	11669961	11670097	137	*	X11192	84337	11663858	11670051	6194	-	0	overlapStart	0	ELOF1
chr19	11708250	11708584	335	*	X11193	199692	11708235	11729974	21740	+	0	inside	14	ZNF627
chr19	12662055	12662112	58	*	X11196	163050	12636184	12662356	26173	-	0	inside	243	ZNF564
chr19	12662055	12662112	58	*	X11196	163051	12571998	12662356	90359	-	0	inside	243	ZNF709
chr19	12721372	12721591	220	*	X11197	163049	12721732	12740676	18945	+	140	upstream	140	ZNF791
chr19	12721372	12721591	220	*	X11197	57474	12686920	12721623	34704	-	0	inside	31	ZNF490
chr19	12721727	12721822	96	*	X11198	163049	12721732	12740676	18945	+	0	overlapStart	0	ZNF791
chr19	12721727	12721822	96	*	X11198	57474	12686920	12721623	34704	-	103	upstream	103	ZNF490
chr19	12780087	12780704	618	*	X11199	51398	12778881	12780465	1585	-	0	overlapStart	0	WDR83OS
chr19	12792408	12792478	71	*	X11200	1725	12786531	12792701	6171	-	0	inside	222	DHPS
chr19	12792542	12792770	229	*	X11201	1725	12786531	12792701	6171	-	0	overlapStart	0	DHPS
chr19	12845417	12845518	102	*	X11203	79002	12841454	12845529	4076	-	0	inside	10	TRIR
chr19	12848283	12848343	61	*	X11204	439	12848306	12859137	10832	+	0	overlapStart	0	GET3
chr19	12848376	12848387	12	*	X11205	439	12848306	12859137	10832	+	0	inside	69	GET3
chr19	12848414	12848424	11	*	X11206	439	12848306	12859137	10832	+	0	inside	107	GET3
chr19	12901937	12902010	74	*	X11211	3726	12902310	12904125	1816	+	299	upstream	299	JUNB
chr19	12912499	12912820	322	*	X11213	7001	12907634	12912724	5091	-	0	overlapStart	0	PRDX2
chr19	13001436	13001518	83	*	X11217	2639	13001943	13010813	8871	+	424	upstream	424	GCDH
chr19	13029979	13030283	305	*	X11218	256126	13009894	13030086	20193	-	0	overlapStart	0	SYCE2
chr19	13044370	13044574	205	*	X11219	2193	13033284	13044558	11275	-	0	overlapStart	0	FARSA
chr19	13067738	13067782	45	*	X11220	90480	13064970	13068068	3099	-	0	inside	285	GADD45GIP1
chr19	13067894	13068174	281	*	X11221	90480	13064970	13068068	3099	-	0	overlapStart	0	GADD45GIP1
chr19	13106058	13106171	114	*	X11222	4784	13106584	13209610	103027	+	412	upstream	412	NFIX
chr19	13106812	13107210	399	*	X11223	4784	13106584	13209610	103027	+	0	inside	227	NFIX
chr19	13227407	13227458	52	*	X11225	112939	13229102	13251961	22860	+	1643	upstream	1643	NACC1
chr19	13227407	13227458	52	*	X11225	55621	13215714	13227563	11850	-	0	inside	104	TRMT1
chr19	13227500	13227703	204	*	X11226	112939	13229102	13251961	22860	+	1398	upstream	1398	NACC1
chr19	13227500	13227703	204	*	X11226	55621	13215714	13227563	11850	-	0	overlapStart	0	TRMT1
chr19	13228882	13228948	67	*	X11227	112939	13229102	13251961	22860	+	153	upstream	153	NACC1
chr19	13228882	13228948	67	*	X11227	55621	13215714	13227563	11850	-	1318	upstream	1318	TRMT1
chr19	13261051	13261357	307	*	X11228	8677	13254872	13261188	6317	-	0	overlapStart	0	STX10
chr19	13261051	13261357	307	*	X11228	9592	13261282	13265718	4437	+	0	overlapStart	0	IER2
chr19	13261370	13261407	38	*	X11229	8677	13254872	13261188	6317	-	181	upstream	181	STX10
chr19	13261370	13261407	38	*	X11229	9592	13261282	13265718	4437	+	0	inside	87	IER2
chr19	13875303	13875395	93	*	X11236	84245	13875337	13885096	9760	+	0	overlapStart	0	MRI1
chr19	13885111	13885410	300	*	X11239	28974	13885257	13889586	4330	+	0	overlapStart	0	C19orf53
chr19	14016796	14016809	14	*	X11241	54862	14016956	14041693	24738	+	146	upstream	146	CC2D1A
chr19	14016796	14016809	14	*	X11241	79173	13993168	14016909	23742	-	0	inside	99	BRME1
chr19	14017145	14017160	16	*	X11242	54862	14016956	14041693	24738	+	0	inside	188	CC2D1A
chr19	14017145	14017160	16	*	X11242	79173	13993168	14016909	23742	-	235	upstream	235	BRME1
chr19	14201003	14201204	202	*	X11247	90378	14199229	14201232	2004	-	0	inside	27	SAMD1
chr19	14247327	14247417	91	*	X11248	100507373	14247964	14282075	34112	+	546	upstream	546	LOC100507373
chr19	14247327	14247417	91	*	X11248	55723	14230321	14247440	17120	-	0	inside	22	ASF1B
chr19	14318123	14318479	357	*	X11249	22859	14258549	14316997	58449	-	1125	upstream	1125	ADGRL1
chr19	14492149	14492244	96	*	X11250	976	14491956	14519537	27582	+	0	inside	192	ADGRE5
chr19	14682770	14682955	186	*	X11253	4713	14676890	14682889	6000	-	0	overlapStart	0	NDUFB7
chr19	14800808	14800905	98	*	X11254	84449	14800613	14831772	31160	+	0	inside	194	ZNF333
chr19	15236396	15236425	30	*	X11256	10994	15225785	15236577	10793	-	0	inside	151	ILVBL
chr19	15236643	15236664	22	*	X11257	10994	15225785	15236577	10793	-	65	upstream	65	ILVBL
chr19	15490454	15490610	157	*	X11258	10270	15464332	15490612	26281	-	0	inside	1	AKAP8
chr19	15490899	15490943	45	*	X11259	10270	15464332	15490612	26281	-	286	upstream	286	AKAP8
chr19	15560663	15560692	30	*	X11262	58525	15532318	15560762	28445	-	0	inside	69	WIZ
chr19	15560936	15560988	53	*	X11263	58525	15532318	15560762	28445	-	173	upstream	173	WIZ
chr19	16435678	16435715	38	*	X11266	10365	16435651	16438339	2689	+	0	inside	26	KLF2
chr19	16582709	16582749	41	*	X11267	58513	16466055	16582823	116769	-	0	inside	73	EPS15L1
chr19	16583003	16583075	73	*	X11268	58513	16466055	16582823	116769	-	179	upstream	179	EPS15L1
chr19	16682920	16682964	45	*	X11269	79939	16660648	16683193	22546	-	0	inside	228	SLC35E1
chr19	16683027	16683098	72	*	X11270	79939	16660648	16683193	22546	-	0	inside	94	SLC35E1
chr19	16683345	16683514	170	*	X11271	79939	16660648	16683193	22546	-	151	upstream	151	SLC35E1
chr19	16770593	16770605	13	*	X11272	79041	16771938	16799816	27879	+	1332	upstream	1332	TMEM38A
chr19	16771349	16771363	15	*	X11273	79041	16771938	16799816	27879	+	574	upstream	574	TMEM38A
chr19	16771349	16771363	15	*	X11273	79086	16756959	16770968	14010	-	380	upstream	380	SMIM7
chr19	17186208	17186313	106	*	X11276	4650	17186591	17324104	137514	+	277	upstream	277	MYO9B
chr19	17186208	17186313	106	*	X11276	93323	17160571	17186343	25773	-	0	inside	29	HAUS8
chr19	17326035	17326409	375	*	X11277	55850	17326155	17330638	4484	+	0	overlapStart	0	USE1
chr19	17416664	17416705	42	*	X11281	64981	17416477	17417652	1176	+	0	inside	186	MRPL34
chr19	17420331	17420381	51	*	X11282	79016	17420337	17434106	13770	+	0	overlapStart	0	DDA1
chr19	17445514	17445762	249	*	X11283	57719	17434032	17445638	11607	-	0	overlapStart	0	ANO8
chr19	17445514	17445762	249	*	X11283	84705	17445791	17453540	7750	+	28	upstream	28	GTPBP3
chr19	17530551	17530689	139	*	X11287	93343	17530912	17536140	5229	+	222	upstream	222	MVB12A
chr19	17530801	17530999	199	*	X11288	93343	17530912	17536140	5229	+	0	overlapStart	0	MVB12A
chr19	17622510	17622927	418	*	X11289	25796	17622432	17632097	9666	+	0	inside	77	PGLS
chr19	17799056	17799066	11	*	X11290	23025	17712137	17799050	86914	-	5	upstream	5	UNC13A
chr19	17830208	17830236	29	*	X11291	55201	17830303	17845324	15022	+	66	upstream	66	MAP1S
